,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
3456,Frew things become useless during Modi Regime https://t.co/rLpWjorOEl,5,12/9/2016,0,-0.4215,0.714,0.286,0,NEGATIVE
3457,"While Rahul Gandhi plays 'Pay to Modi' card, Paytm remains unfazed by controversy https://t.co/cwIBKUWSaC",5,12/9/2016,0,0.1531,0.779,0.091,0.13,POSITIVE
3458,"RT @UnRealMohit: RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https:…",5,12/9/2016,0,0.6124,0.792,0,0.208,POSITIVE
3459,"Lets come together and pledge to build a corrupt free India!

#IndiaFightsCorruption #AntiCorruptionDay… https://t.co/aEJOEBZ3XG",5,12/9/2016,0,0.5562,0.77,0,0.23,POSITIVE
3460,"Retweeted Narendra Modi (@narendramodi):

The Government's decision has several gains for farmers, traders,... https://t.co/UWj4mTf282",5,12/9/2016,0,0.34,0.844,0,0.156,POSITIVE
3461,"Retweeted Narendra Modi (@narendramodi):

I always said that the Government's measure will bring a degree of... https://t.co/QIWmM4iuue",5,12/9/2016,0,0,1,0,0,NEUTRAL
3462,"#DrManMohanSingh 

#Modi #DeMonetisationDisaster https://t.co/B2R1qlYC7x",5,12/9/2016,0,0,1,0,0,NEUTRAL
3463,ETTech | PayTM stands for 'Pay to Modi': Rahul Gandhi https://t.co/X2NU5Pfc3S,5,12/9/2016,0,-0.1027,0.865,0.135,0,NEGATIVE
3464,What Had Narendra Modi Hinted Jayalalitha 5 Years back….The Untold Story! https://t.co/59pQLBgpbR via @postcard_news,5,12/9/2016,0,0,1,0,0,NEUTRAL
3465,ETTech | PayTM stands for 'Pay to Modi': Rahul Gandhi https://t.co/9pp4SDyveV,5,12/9/2016,0,-0.1027,0.865,0.135,0,NEGATIVE
3466,"Retweeted Narendra Modi (@narendramodi):

We also have a historic opportunity to embrace increased cashless... https://t.co/GEvo1UnDSB",5,12/9/2016,0,0.7351,0.604,0,0.396,POSITIVE
3467,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/KDA91bsxNT",5,12/9/2016,0,0.6124,0.773,0,0.227,POSITIVE
3468,"Retweeted Narendra Modi (@narendramodi):

No longer will the progress &amp; prosperity of rural India be curtailed by... https://t.co/kvw585kD5N",5,12/9/2016,0,0.1531,0.762,0.105,0.133,POSITIVE
3469,"Shocking! 😱😱😱 @ArvindKejriwal ji please raise your voice!
https://t.co/Gmdq8iznDn",5,12/9/2016,0,-0.2462,0.556,0.261,0.183,NEGATIVE
3470,Roy Daniels hilariously tips Modi and his bhakts apart in his inimitable style! :-) https://t.co/3iPU474dVE,5,12/9/2016,0,0.3802,0.844,0,0.156,POSITIVE
3471,"RT @myindmakers: ""Fear of Modi becoming next dictator is overcoming their judgement""writes @freentglty in this Rebuttal to @Ram_Guha  https…",5,12/9/2016,0,-0.4939,0.849,0.151,0,NEGATIVE
3472,It's such fun to write something praising Modi and watch my page erupting like a rash. And the venom surprises me... https://t.co/8BCcqYsOew,5,12/9/2016,0,0.8176,0.535,0.09,0.375,POSITIVE
3473,"Retweeted Narendra Modi (@narendramodi):

Together, we must ensure #IndiaDefeatsBlackMoney. This will empower the... https://t.co/9SnfcH3kjw",5,12/9/2016,0,0.3818,0.833,0,0.167,POSITIVE
3474,"RT @dilipkpandey: Narendra Modi: Dear PM! Rollback DeMonetisation, its killing your own people. - Sign the Pet... https://t.co/RYlhHC0Isu v…",5,12/9/2016,0,-0.4753,0.687,0.201,0.112,NEGATIVE
3475,Modi worshipper will die saying modi modi modi modi,5,12/9/2016,0,-0.5106,0.56,0.312,0.128,NEGATIVE
3476,RT @IndiaHX1: PM Narendra Modi attacks Mamata over demonetisation @IndiaHX1 @Gravim71  https://t.co/iWJTNfcmf7,5,12/9/2016,0,-0.4404,0.791,0.209,0,NEGATIVE
3477,https://t.co/Hl12PdfLag... https://t.co/hJjmTKvwEW,5,12/9/2016,1,0,1,0,0,NEUTRAL
3478,RT @vixnil: @INCLiveTweets @INCIndia  congress should form social media cell in every district to counter modi popoganda and pushing local…,5,12/9/2016,1,0,1,0,0,NEUTRAL
3479,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/OwzRXKPRJM",5,12/9/2016,1,0.6124,0.773,0,0.227,POSITIVE
3480,"@vi_vibhavjoshi koi haas nahi raha, ab Modi ji bhi joke nahi suna rahe @ModiLeDubega @mahaveernetaji",5,12/9/2016,1,0.296,0.864,0,0.136,POSITIVE
3481,"Quit for what? For waging a battle against black money holders, hoarders. Yes it had caused inconvenience.Corrupt B… https://t.co/0bXlQcX9hB",5,12/9/2016,1,0.0258,0.751,0.122,0.127,POSITIVE
3482,"@ChampDev_ @OfficeOfRG u r worthy of listening shits of papu,only sensible ppl cn undrstnd modi😂😂😂",5,12/9/2016,1,-0.0516,0.647,0.182,0.171,NEGATIVE
3483,"Bank ppl who helped convert illegally 000s of Crs of #BlackMoney of Netas, babus &amp; biz men 2new notes b treated as terrorists! @arunjaitley",5,12/9/2016,1,-0.6588,0.834,0.166,0,NEGATIVE
3484,@Modifier08 @iSirArnab    lekin   kia   MODI  ji a  P M   kia  Modi  aandhhey  Bhagat  es baat   quote  ko samnjhheney  gaey,5,12/9/2016,1,-0.8555,0.625,0.375,0,NEGATIVE
3485,But look at the way modi used it for political advancement. Russia has lodged a strong protest on demonetization and will complain to UN as,5,12/9/2016,1,-0.0516,0.729,0.156,0.115,NEGATIVE
3486,"RT @Nitin_Rivaldo: How to solve Kashmir crisis, Modi Ji. My Vlog! 
https://t.co/kUUNqnV7vX",5,12/9/2016,1,-0.5562,0.618,0.271,0.111,NEGATIVE
3487,RT @manishkbaid: Does Knickervalas have links with him to know he was fake currency king? Charges are money laundering. Like Modi th…,5,12/9/2016,1,-0.4019,0.712,0.195,0.094,NEGATIVE
3488,"காங்கிரஸ் தலைவர் சோனியா காந்திக்கு பிரதமர் மோடி பிறந்த நாள் வாழ்த்து...
#SoniaGandhi #HBDSoniaGandhi #NarendraModi… https://t.co/iIQOmcTLQT",5,12/9/2016,1,0,1,0,0,NEUTRAL
3489,"बुरी खबर: नोटबंदी के फैसले से परेशान होकर 50वें दिन PM Modi देंगे इस्तीफा https://t.co/3Ec83rbd0t
नैतिकता के आधार पर मोदी जी इस्तीफा दे ।",5,12/9/2016,1,0,1,0,0,NEUTRAL
3490,RT @KailashOnline: Change is already here. We all are overwhelmed to be a part of this revolution. #IndiaDefeatsBlackMoney…,5,12/9/2016,1,0.0516,0.93,0,0.07,POSITIVE
3491,RT @koyal19: He absolutely will. He needs a HUGE facesaver.And it will be lauded as pure nationalism by asinine bhakt army. https://t.co/OV…,5,12/9/2016,1,0.4648,0.868,0,0.132,POSITIVE
3492,Who knew? Modi's black money move kept a closely guarded secret https://t.co/AYH7fFYKO1 https://t.co/kXiMVi0u2y,5,12/9/2016,1,0,1,0,0,NEUTRAL
3493,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/poS5nEdvsg",5,12/9/2016,1,0.6124,0.773,0,0.227,POSITIVE
3494,Narendra Modi Says Bolo Har Har Har Shivaay Song Parody Shudh Desi Videos: https://t.co/NpDAKKC0R0 via @YouTube,5,12/9/2016,1,0,1,0,0,NEUTRAL
3495,"Check out https://t.co/wx9Ye2CDdL! Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home: Repo... https://t.co/bfe9x7rseN",5,12/9/2016,1,-0.5983,0.804,0.196,0,NEGATIVE
3496,Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban https://t.co/ojlITZRTMk via @ndtv,5,12/9/2016,1,-0.5574,0.783,0.217,0,NEGATIVE
3497,RT @SupariTroller: Modi ke naam par ek scam ya riot de de baba https://t.co/gYkcbMABTR,5,12/9/2016,1,-0.8074,0.622,0.378,0,NEGATIVE
3498,"नोटबंदी के 30 दिन: मेरा देश बदल रहा है। शेयर कीजिए... 
#IndiaDefeatsBlackMoney https://t.co/GW7JjCY7jw",5,12/9/2016,1,0,1,0,0,NEUTRAL
3499,"Accusing #Pakistan of sponsoring terrorism by #Modi and #Ghani at #HeartofAsia was out right propaganda #Modi_fied_Ghani
#GhaniParrotingModi",5,12/9/2016,1,-0.8074,0.628,0.372,0,NEGATIVE
3500,"RT @mohnotgaurav18: #DigitalBenefits announced by Modi Govt 
@narendramodi https://t.co/ZacjOKMSXU",5,12/9/2016,1,0,1,0,0,NEUTRAL
3501,@laluprasadrjd @NARPATSHETH : Abb samay aa gaya hai ki PM ko gher karr poora hissab le liya jaay.Modi Ji bahut Nautanki kar Chuke.,5,12/9/2016,1,0,1,0,0,NEUTRAL
3502,1000 500 Ka Note Band Modi Dhamaka Sapna Black Money Vs Modi Sarkar: https://t.co/le1elYXAUf via @YouTube,5,12/9/2016,1,0,1,0,0,NEUTRAL
3503,Gautami’s bold letter to Narendra Modi https://t.co/T1d0mqsSEB via @kollytalk,5,12/9/2016,1,0.3818,0.755,0,0.245,POSITIVE
3504,Narendra Modi’s Second Strike Against Black Money: https://t.co/oQtBpPNu15 via @YouTube,5,12/9/2016,1,-0.128,0.857,0.143,0,NEGATIVE
3505,"1000 ,500 Note Band Kaile Modi Ji Chhotu Bhardwaj 1000 500 Note Ban In India: https://t.co/uCpMZIWXPP via @YouTube",5,12/9/2016,1,-0.5574,0.825,0.175,0,NEGATIVE
3506,RT @Nalayak_PM: @rohi_jadon https://t.co/ANLH6xWYeo,5,12/9/2016,1,0,1,0,0,NEUTRAL
3507,"RT KapilSibal: All cash is not 'black'
All 'black' is not in cash

just as

All that Modi says is not true
All that is true has nothing to …",5,12/9/2016,1,-0.5667,0.857,0.143,0,NEGATIVE
3508,"RT @AniruddhINC: First time in the history of Delhi Metro.
Metro coach catches fire at Patel Nagar station, Modi's misgovernance.",5,12/9/2016,1,-0.34,0.888,0.112,0,NEGATIVE
3510,MODI KE ADAR 500 1000Dilip Prajapati: https://t.co/aTkYOGWi2o via @YouTube,5,12/9/2016,1,0,1,0,0,NEUTRAL
3511,"AamAadmiParty: RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto… https://t.co/HTnPKepFlf",5,12/9/2016,1,0.3612,0.865,0,0.135,POSITIVE
3512,"RT @AniruddhINC: Modi's Achche Din?

Delhi: Metro coach catches fire at Patel Nagar station https://t.co/x1VVqAU1mA https://t.co/9mjScEXAU6",5,12/9/2016,1,-0.34,0.862,0.138,0,NEGATIVE
3513,#twittwar New post: ‘Mammoth Tragedy’: Manmohan Singh’s Sharp Critique Of PM Modi’s Notes Ban – NDTV https://t.co/pGHJq7PShc @twittwar_now,5,12/9/2016,1,-0.5574,0.825,0.175,0,NEGATIVE
3514,"RT @AniruddhINC: तेरी फकीरी के दुनियां में चर्चे हैं,
जिसे मेंटेन करने में करोडों के खर्चे हैं.

Pay To Modi",5,12/9/2016,1,-0.1027,0.931,0.069,0,NEGATIVE
3515,Modi ne naya note nikai kar bahut bura kiya,5,12/9/2016,1,0,1,0,0,NEUTRAL
3516,RT @AniruddhINC: PAY TO MODI by depositing ur hard earned money in banks. It will be distributed among his few Crony capitalists after payi…,5,12/9/2016,1,-0.368,0.862,0.138,0,NEGATIVE
3517,"@anjanaomkashyap Aisa hi hota A.om Modi ki kohre me jaise aap ko ATM ke line aur Longon ki presani,gaon walon ko paise ki dikkat na dikhti.",5,12/9/2016,1,0,1,0,0,NEUTRAL
3518,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/522UEQjcmR",5,12/9/2016,1,0.6124,0.773,0,0.227,POSITIVE
3519,"RT @AnthonySald: Will PM announce this in MAAN ki BAATH or PUBLIC SPEECHES or in LOK SABHA?
https://t.co/MZmxcehYwS",5,12/9/2016,1,0,1,0,0,NEUTRAL
3520,PM Narendra Modi is Greates Social Worker in the world. His aim is only to serve ppls in Hindustan &amp; arround world. I fully Support MODI JE,5,12/9/2016,1,0.4576,0.893,0,0.107,POSITIVE
3521,"AAP:

#BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfills its pr… https://t.co/Up5abUp1Mw",5,12/9/2016,2,0.7184,0.708,0,0.292,POSITIVE
3522,#RahulGandhi #ragatwittersaga #Raga #ragahacked #CongressMukTBharat #IndiaDefeatsBlackMoney #IndiaFightsCorruption… https://t.co/QjWRoduDlS,5,12/9/2016,2,0,1,0,0,NEUTRAL
3523,@pbhushan1 अभी जो 250 करोड़ चेन्नई में पकड़ा वो white money था क्या? https://t.co/Jn62h3ZVmn,5,12/9/2016,2,0,1,0,0,NEUTRAL
3524,"We agreed mr #feku and opposition is responsible for parlimnt functioning, why do u run from  parliament? https://t.co/dfZDvibC6W",5,12/9/2016,2,0.5267,0.773,0,0.227,POSITIVE
3525,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/SA2wa4n9Ng",5,12/9/2016,2,0.6124,0.773,0,0.227,POSITIVE
3526,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/unydknfSb3",5,12/9/2016,2,0.6124,0.773,0,0.227,POSITIVE
3527,"""I have done all the research and, if it fails, then I am to blame,"" Modi told a cabinet meeting on Nov. https://t.co/utgJIaarZ5  ... [1]",5,12/9/2016,2,-0.4215,0.887,0.113,0,NEGATIVE
3528,"#indiafightscorruption #demonetisation
 @narendraModi Problem is in distribution of currency bcuz of some corrupt p… https://t.co/FMRZXKPhAM",5,12/9/2016,2,-0.4019,0.838,0.162,0,NEGATIVE
3529,PM Narendra Modi condoles demise of Cho Ramaswamy - Narendra Modi (press release) (blog) https://t.co/yVAPRuC5VB  |… https://t.co/SxpwWV7mTw,5,12/9/2016,2,0,1,0,0,NEUTRAL
3530,"Is PM Modi’s 50-day note ban plan working?
https://t.co/aTVOuXbMub #DeMonetisation https://t.co/5Ku8DdG12C",5,12/9/2016,2,-0.5574,0.735,0.265,0,NEGATIVE
3531,@INCIndia bagon me bahar hai modi sarkar bekar hai.,5,12/9/2016,2,0,1,0,0,NEUTRAL
3532,Excellent I like a proposed note/bill of 2002? Like fake Gujrat model which swept 2014 may swept world in 2020 US el https://t.co/xuhooLTbIQ,5,12/9/2016,2,0.6808,0.59,0.108,0.302,POSITIVE
3533,"Original Hindus: You explain something with a good reason, they might agree.
Hindutva followers: Best of reason..No, Modi ji is god",5,12/9/2016,2,0.9186,0.517,0,0.483,POSITIVE
3534,They have realized It's fading and that's why they have shifted goalposts and changed narrative to Digital Economy. https://t.co/iLlkl9ZXla,5,12/9/2016,2,0,1,0,0,NEUTRAL
3535,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/fhGAY9tgZX",5,12/9/2016,2,0.6124,0.773,0,0.227,POSITIVE
3536,"vinit1216: RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto lik… https://t.co/KDA91bsxNT",5,12/9/2016,2,0.3612,0.872,0,0.128,POSITIVE
3537,"कीजिए डिजिटल भुगतान, सरकार से मिलेंगे आपको ये 8 लाभ
https://t.co/YvRQvwQDCJ #digitalpayments",5,12/9/2016,2,0,1,0,0,NEUTRAL
3538,RT @amritabhinder: Yes. He plannned DeMonetisation to mock her on her birthday lol https://t.co/BfrqXoViyV,5,12/9/2016,2,0.4019,0.57,0.145,0.285,POSITIVE
3539,Paytm means what ? pay to modi yaa.. naan unmaiyileye theriyamadhaan kekkuren...,5,12/9/2016,2,-0.1027,0.877,0.123,0,NEGATIVE
3540,"@TimesNow @narendramodi @sudhirchaudhary RaGa says Paytm means ""pay to Modi""
Thn shud LG mean ""LOOTERE GANDHI""",5,12/9/2016,2,-0.1027,0.915,0.085,0,NEGATIVE
3541,"PM Modi greets Sonia Gandhi on birthday 

Prime Minister Narendra Modi on Friday greeted C… https://t.co/QPHAgE2uwm https://t.co/BK9ypWiuGr",5,12/9/2016,2,0.4019,0.802,0,0.198,POSITIVE
3542,Goood #IndiaDefeatsBlackMoney,5,12/9/2016,2,0,1,0,0,NEUTRAL
3543,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his … https://t.co/DzuW2yo6uo https://t.co/Tk4Pk0Z3tF",5,12/9/2016,2,0.3612,0.865,0,0.135,POSITIVE
3544,"RT @India__143: NEWS: RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP… https:/…",5,12/9/2016,2,0.6124,0.792,0,0.208,POSITIVE
3545,"Modi govt's demonetisation drive biggest scam, may erode 4.7 lakh crore from GDP: Amit Mit… https://t.co/NFBT11mBaG https://t.co/sCNMppd99S",5,12/9/2016,2,-0.5719,0.812,0.188,0,NEGATIVE
3546,"Armed with swipe machine and e-wallet, tea vendor extends support to PM Modi’s cashless push#DigitalBenefits https://t.co/IpQXMKnUMQ",5,12/9/2016,2,0.4939,0.769,0,0.231,POSITIVE
3547,"RT @ZeeNewsHindi: नोटबंदी पर PM मोदी का ट्विट कहा, 'भ्रष्टाचार के खिलाफ यज्ञ में शामिल होने के लिए मैं भारतीय जनता को सलाम करता हूं'
https:…",5,12/9/2016,2,0,1,0,0,NEUTRAL
3548,@sidharthbhutra on 8th Nov they were focusing on #blackmoney and 8th Dec aate aate they started focusing on #cashless economy.,5,12/9/2016,2,0,1,0,0,NEUTRAL
3549,@KapilSibal good one sir but its like reading a book to a buffalo ( Modi and Modi Bhakts),5,12/9/2016,2,0.6369,0.714,0,0.286,POSITIVE
3550,"RT @digvijaya_28: With GOI particularly Modi realising that demonetisation decision has crashed,blame game has started with articles blamin…",5,12/9/2016,2,0,1,0,0,NEUTRAL
3551,@JITENPUGALIYA @iSirArnab   uutenna hi    jitenna   kuttey(modi bhagats)   aur   Lakadhhbaghhey  main,5,12/9/2016,2,0,1,0,0,NEUTRAL
3552,"#DeMonetisation day 30: Govt’s digital push is laudable, but its #blackmoney focus is fadi… https://t.co/psm5aKxxfz https://t.co/EgAiYbZrs1",5,12/9/2016,2,0,1,0,0,NEUTRAL
3553,"This time, after a leader's demise TN was totally peaceful excepting few incidents. Is it nt due to telling effect of # Demonitization????",5,12/9/2016,2,0.6655,0.818,0,0.182,POSITIVE
3554,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/BVvkIl8UlM",5,12/9/2016,2,0.6124,0.773,0,0.227,POSITIVE
3555,"RT @DrSatvikPatel: Nw U knw why Ass of evry Commie politburo members is on fire! All those efforts in vain!
@malviyamit @RameshwarAryaG htt…",5,12/9/2016,2,-0.8513,0.672,0.328,0,NEGATIVE
3556,Rapid #Adaptation is the #Secret of #success to deal with #uncertainty #DeMonetisation #Modi #globalization #Paytm https://t.co/Gy3KnO9MXy,5,12/9/2016,2,0,1,0,0,NEUTRAL
3557,Modi should clarify his and Amit Shah's relation with Mahesh Shah: Kejriwal... https://t.co/Ldysn7vfS5,5,12/9/2016,2,0,1,0,0,NEUTRAL
3558,@vishnusharma09 sir jai hind jai modi ji,5,12/9/2016,2,0,1,0,0,NEUTRAL
3559,"RT @smhadirashid: @pranaypiyush saffron terrorist fooling like modi does to people, world knows saffron terrorism is worst terrorism…",5,12/9/2016,2,-0.9393,0.411,0.509,0.079,NEGATIVE
3560,"Murdabaad murdabaad ... ho gaya ?? 
Chalo ab lets do something productive... https://t.co/B2qcBO25If",5,12/9/2016,2,0,1,0,0,NEUTRAL
3561,MODI directs BJP MP MLA's to go to public to make them understand. But noone can dare to go,5,12/9/2016,2,0,1,0,0,NEUTRAL
3562,"RT @KPGBJP: Nation is adopting Digital Banking

 #IndiaDefeatsBlackMoney https://t.co/KO80rvvHks",5,12/9/2016,3,0,1,0,0,NEUTRAL
3563,"RT @KPGBJP: #IndiaDefeatsBlackMoney

India swiftly moving towards becoming less cash economy ! https://t.co/AxjNuEldT2",5,12/9/2016,3,0.3595,0.815,0,0.185,POSITIVE
3564,"Have Real Estate Property Prices gone down due to #DeMonetisation..?
Should home buyers wait for rates to fall further..?
#BlackMoneyCleanUp",5,12/9/2016,3,0,1,0,0,NEUTRAL
3565,"@abdullah_omar Don't worry Omar Sab, Trump wil correct it by removing UN office, since cos of Modi now US start  listening india.",5,12/9/2016,3,0.3412,0.897,0,0.103,POSITIVE
3566,@PMOIndia These works will also be useful for the Prime Minister Narendra Modi. That is why; I am giving their details for downloading.,5,12/9/2016,3,0.6486,0.791,0,0.209,POSITIVE
3567,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/NvOhT8wM1N",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3568,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfills its promises… …",5,12/9/2016,3,0.7184,0.72,0,0.28,POSITIVE
3569,"#IndiaDefeatsBlackMoney why so much cacophony  only those who are corrupted will create  these issues,togetherness can solve any problem.",5,12/9/2016,3,0.0516,0.694,0.125,0.181,POSITIVE
3570,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/KZ0GubPElw",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3571,RT @niravonline: Yes there has been pain but no war can be won without patience and sacrifice! We are with you Namo! Jai Hind! #IndiaDefeat…,5,12/9/2016,3,-0.6458,0.525,0.294,0.181,NEGATIVE
3572,வாழ்க வளமுடன். https://t.co/koJVksgfnl,5,12/9/2016,3,0,1,0,0,NEUTRAL
3573,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/vVoXNbQUQX",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3574,#business #news 'Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban… https://t.co/DiM6yXRiMr,5,12/9/2016,3,0,1,0,0,NEUTRAL
3575,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/AansZ91wqJ",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3576,#IndiaDefeatsBlackMoney hhrh,5,12/9/2016,3,0,1,0,0,NEUTRAL
3577,"All cash is not 'black'
All 'black' is not in cash

just as

All that Modi says is not true
All that is true has... https://t.co/2q0tmXVHHO",5,12/9/2016,3,-0.5667,0.837,0.163,0,NEGATIVE
3578,"RT @ArunSFan: .@ameypujari9 scams surfaced in UPA2, that too allegedly by coalition partners.Modi directly accused for KG basin &amp; birla bri…",5,12/9/2016,3,-0.7184,0.76,0.24,0,NEGATIVE
3579,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/Cb4cdGduZ3",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3580,"RT @DS_Khimsar: No more funding to terrorists, naxalites &amp; underworld. Great step towards eliminating all evil practices.…",5,12/9/2016,3,-0.7823,0.463,0.391,0.146,NEGATIVE
3581,RT @aliya_naseem: @bindasbobby hijde modi ke bhakt ka bahoot bahoot shukriya janm din ki badhai dene ke liye hahaha 😅,5,12/9/2016,3,0.5574,0.841,0,0.159,POSITIVE
3582,"RT @HartoshSinghBal: modi be damned (predictably).punjab farmers get seeds, fertilisers on credit, recycle black to white for arhtiyas 
htt…",5,12/9/2016,3,0,0.766,0.117,0.117,NEUTRAL
3583,Unbelievable - big players are having a field day even now! https://t.co/akv6H5OZyz #Demonitization #hawala #moneylaundering,5,12/9/2016,3,0.2714,0.852,0,0.148,POSITIVE
3584,"RT @INDRAJEETPASW11: बुरी खबर: नोटबंदी के फैसले से परेशान होकर 50वें दिन PM Modi देंगे इस्तीफा https://t.co/3Ec83rbd0t
नैतिकता के आधार पर…",5,12/9/2016,3,0,1,0,0,NEUTRAL
3585,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/4fiviU0A3V",5,12/9/2016,3,0.6124,0.773,0,0.227,POSITIVE
3586,"RT @Shikha____: Interesting analysis of #Keywords in PM's speech - from #BlackMoney, fake currency to #digitization !…",5,12/9/2016,3,-0.1759,0.697,0.169,0.134,NEGATIVE
3587,"Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban
https://t.co/7rdEhEJl6L https://t.co/CuMVd7zGJc",5,12/9/2016,3,-0.5574,0.769,0.231,0,NEGATIVE
3588,RT @_shrinidhi_: @TheRestlessQuil @Poojaspillai @amitvarma so u agreed that u r against right wings. No wonder u r fighting demonetization…,5,12/9/2016,3,-0.2403,0.617,0.242,0.141,NEGATIVE
3589,"Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home… https://t.co/pe1TL4SGCt #news #india #topsto",5,12/9/2016,3,-0.5574,0.806,0.194,0,NEGATIVE
3590,For a better Governance &amp; more Accountable Economy https://t.co/h7OBhxINlO,5,12/9/2016,3,0.4404,0.707,0,0.293,POSITIVE
3591,"#Gautami Writes to #NarendraModi to Unveil Mystery Surrounding #Jayalalithaa’s Death

#Amma #truth #mystery 
https://t.co/9eHSZKEgOm",5,12/9/2016,3,-0.5994,0.769,0.231,0,NEGATIVE
3592,"@Bhayankur idiots can't even take care of themselvs
So blame Modi for evrything.Pathetic
@mihirssharma @CarDroidusMax @sidin @rupasubramanya",5,12/9/2016,3,-0.6509,0.738,0.262,0,NEGATIVE
3593,"RT @subhash_kota: Economic Policy journey of Modi ji...
from...
#blackMoneycleanup &gt;&gt;
#CorruptionCleanUp &gt;&gt; 
#terrorismCheck&gt;&gt; 
#CashlessEc…",5,12/9/2016,3,0,1,0,0,NEUTRAL
3594,"Retweeted ☭ Comrade Nambiar ☭ (@DasBolshevik):

Narendra Modi should step aside as PM after ’demonetisation... https://t.co/ouxCnk2yzL",5,12/9/2016,3,0,1,0,0,NEUTRAL
3595,"""PayTM का मतलब है 'Pay to Modi'."" Rahul Gandhi.
यानि Narendra Modi भ्रष्ट है.!!

आखिर 150 साल पुरानी पार्टी का... https://t.co/MH0p31lGOh",5,12/9/2016,3,-0.2462,0.91,0.09,0,NEGATIVE
3596,"RT @HindKhabar: 'DELARUE' कंपनी आतंकवाद और मोदी की पार्टनर है: @dilipkpandey 
https://t.co/K9uSYv7kPv https://t.co/wwleflpvxO",5,12/9/2016,3,0,1,0,0,NEUTRAL
3597,"RT @Being_Akbar: After Demonetization!!!!
People would now prefer keeping cash in bank rather than keeping in Home or locker.… ",5,12/9/2016,4,0,1,0,0,NEUTRAL
3598,#RahulGandhi #ragatwittersaga #Raga #ragahacked #CongressMukTBharat #IndiaDefeatsBlackMoney #IndiaFightsCorruption… https://t.co/GuxMp5CDsG,5,12/9/2016,4,0,1,0,0,NEUTRAL
3599,No point unless you make everyone follow ur orders. Yamuna expressway toll plaza not accepting plastic money… https://t.co/togeVrO1eM,5,12/9/2016,4,-0.5242,0.785,0.215,0,NEGATIVE
3600,RT @Anjusin12315176: @zeenewshindi Apne Ghar me Baith tweet krne aur Kiraye ki bhid se Janta Modi ji k sath nhi ho jayegi.Aur n hi ZeeNews…,5,12/9/2016,4,0,1,0,0,NEUTRAL
3601,Exactly same happened in my WA group as well. Take the screenshot &amp; show them when they start politicizing the grou… https://t.co/ZFtjhC6HKl,5,12/9/2016,4,0.2732,0.909,0,0.091,POSITIVE
